FoodCode,FC_Description,Image,Link,Portion,PortionCode,PortionSubCode,Multiplier,Category,Category Description,ModCode,Display,ImgDescription,ImgTitle,ImageType
11111000,"Milk, cow's, fluid, whole",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,30000,0,8.0,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,30000,0,6.0,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,30000,0,4.0,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,30000,0,2.0,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,30000,0,1.0,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,30000,0,0.5,FMA,Formulas,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11111000,"Milk, cow's, fluid, whole",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11111170,"Milk, calcium fortified, cow's, fluid, skim or non",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11112110,"Milk, cow's, fluid, 2% fat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11112130,"Milk, cow's, fluid, acidophilus, 2% fat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11112210,"Milk, cow's, fluid, 1% fat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less b",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11114320,"Milk, cow's, fluid, lactose reduced, nonfat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807122.png,/home/lian/data/ASA24/Asa24PortionImages/121807122.png,2 tablespoons,10205,0,0.125,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 tablespoons, measuring spoon, Milk, NFS",PORTION
11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",121807120.png,/home/lian/data/ASA24/Asa24PortionImages/121807120.png,1 tablespoon,10205,0,0.0625,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 tablespoon, measuring spoon, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807129.png,/home/lian/data/ASA24/Asa24PortionImages/121807129.png,2 cups,10205,0,2.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 2 cups, glass measuring cup, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807128.png,/home/lian/data/ASA24/Asa24PortionImages/121807128.png,1-1/2 cups,10205,0,1.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 1/2 cups, glass measuring cup, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807127.png,/home/lian/data/ASA24/Asa24PortionImages/121807127.png,1 cup,10205,0,1.0,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1 cup, glass measuring cup, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807126.png,/home/lian/data/ASA24/Asa24PortionImages/121807126.png,3/4 cup,10205,0,0.75,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 3/4 cup, glass measuring cup, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807125.png,/home/lian/data/ASA24/Asa24PortionImages/121807125.png,1/2 cup,10205,0,0.5,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/2 cup, glass measuring cup, Milk, NFS",PORTION
11114350,"Milk, cow's, fluid, lactose reduced, whole",121807124.png,/home/lian/data/ASA24/Asa24PortionImages/121807124.png,1/4 cup,10205,0,0.25,MIL,Milk,0.0,Aerial,"Milk, NFS","Beverage, 1/4 cup, glass measuring cup, Milk, NFS",PORTION
